Judul,Abstrak,Tanggal,Author,Jurnal,cluster
Music Genre Classification Using Modified K-Nearest Neighbor (MK-NN),"The genre of music is a grouping of music according to their resemblance to one another and commonly used to organize digital music. To classify music into certain genres, one can do it by listening to the music one by one manually, which will take a long time so that automatic genre assignment is needed which can be done by a number of methods, one of which is the Modified K-Nearest Neighbor. Modified K-Nearest Neighbor method is a further development of its former method called KNearest Neighbor method which adds several additional processes such as validity calculations and weight calculations to provide more information in the selection class for the testing data. Research to find the best H value shows that the H = 70% of the training data is able to produce an accuracy of 54.100% with K = 5 and the proportion ratio of test data and training data is 20:80 (fold 5). The best H value is then used for further testing, which is to compare the K-Nearest Neighbor method with the Modified K-Nearest Neighbor method using two different proportions of test data and training data and each proportion of data also tests a different K value. The results of the classification comparison of the two methods show that the Modified K-Nearest Neighbor method, with the highest accuracy of 55.300% is superior to the K-Nearest Neighbor method with the highest accuracy of 53.300%. The two highest accuracies produced in each method were obtained using K = 5 and the proportion ratio of test data and training data is 10:90 (fold 10).",Publish Date 28 Feb 2022,"Ganeswara, Putu Ryan","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 3 (2022): JELIKU Volume 10 No 3, February 2022",4
Analisis Forensik Digital pada Aplikasi Twitter di Android sebagai Bukti Digital dalam Penanganan Kasus Prostitusi Online,"At this time the use of social media from time to time has experienced rapid development, one of which is the social media twitter. Twitter social media has many benefits such as making tweets about daily activities. However, Twitter social media has a negative side in its use, one of which is online prostitution. Prostitution is an act of cyber crime that violates the rules and norms that exist in society. Therefore, to overcome these cyber crimes, the necessary action is to review online prostitution on Twitter social media. In this study, a digital forensic analysis was conducted on Twitter social media on smartphones related to acts of prostitution using the National Institute of Justice (NIJ). Based on the research conducted, digital evidence is obtained that can be accounted for by the perpetrators.",Publish Date 11 Apr 2022,"Pramartha, Cokorda Rai Adi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 3 (2022): JELIKU Volume 10 No 3, February 2022",5
Analisis Keamanan Aplikasi Android Dengan Metode Vulnerability Assessment,"Seiring berkembangnya beragam aplikasi maka sistem Android haruslah tahan terhadap bebagai serangan malware dengan mengamati izin akses yang diberikan oleh pengguna. Penyerang dapat menggunakan kerentanan dalam aplikasi untuk mencuri berbagai informasi penting. Informasi merupakan aset penting dan berharga berupa rekaman suara, rekaman video, catatan, dll. Oleh karena itu, diperlukan suatu analisis keamanan. dari aplikasi yang digunakan dengan tes / tindakan pada tingkat keamanan aplikasi. Dalam melakukan Vulnerability test atau proses identifikasi celah keamanan pada aplikasi android dilakukan dua teknik yaitu dengan MobSF dan dengan frida. Hasil dari Analisis MobSF sangat terlihat perbedaannya antara mendownload aplikasi melalui pihak ketiga dengan mendownload aplikasi melalui Play Store. Dimana nilai hash yang didapat sangat berbeda baik dari md5, sha1, atau sha256, dari hasil tersebut dapat diketahui bahwa ada perubahan pada file yang disediakan oleh penyedia pihak ketiga. Pada security score didapatkan bahwa aplikasi yang di download melalui pihak ketiga terdapat banyak server dan aktivitas mencurigakan, sedangkan aplikasi yang terdapat di playstore terdapat 2 server yang asli. Pada size, ukuran file yang disediakan oleh pihak ketiga, ukuran file asli hanya 20.37MB sedangkan file yang di sediakan oleh pihak ketiga berukuran 61.33MB. Pada analisis menggunakan frida dilakukan proses penyerangan yaitu bypass login. Dimana pada aplikasi pihak ketiga sudah memiliki email yang telah diinputkan oleh penyedia aplikasi. Dari hasil analisis yang dilakukan maka lebih baik untuk mendownload aplikasi melalui playstore agar lebih aman. Karena sebagai pengguna awam tidak akan tahu perubahan file apa yang dilakukan dan beresiko atau tidaknya perubahan tersebut terhadap perangkat tersebut",Publish Date 11 Apr 2022,"Wikardiyan, Aditya","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 3 (2022): JELIKU Volume 10 No 3, February 2022",3
Comparison of K-Nearest Neighbor And Modified K-Nearest Neighbor With Feature Selection Mutual Information And Gini Index In Informatics Journal Classsification,"With the rapid development of informatics where thousands of informatics journals have been made, a new problem has occured where grouping these journals manually has become too difficult and expensive. The writer proposes using text classification for grouping these informatics journals. This research examines the combinations of two machine learning methods, K-Nearest Neighbors (KNN) and Modified K-Nearest Neighbors with two feature selection methods, Gini Index (GI) and Mutual Information (MI) to determine the model that produces the higherst evaluation score. The data are informatics journals stored in pdf files where they are given one of 3 designated labels: Information Retrieval, Database or Others. 252 data were collected from the websites, neliti.com and garuda.ristekbrin.go.id. This research examines and compares which of the two methods, KNN and MKNN at classifying informatics journal as well as determining which combination of parameters and feature selection that produces the best result. This research finds that the combination of method and feature selection that produces the best evaluation score is MKNN with GI as feature selection producing precision score, recall score and f1-score of 97.7%",Publish Date 04 May 2022,"Widiartha, I Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 3 (2022): JELIKU Volume 10 No 3, February 2022",4
Rancang Bangun Portal Lowongan Pekerjaan Berbasis Web Dengan Fitur Rekomendasi,"Tingginya tingkat pengangguran di Indonesia yang disebabkan oleh dampak pertumbuhan penduduk yang padat dan sulitnya mencari pekerjaan yang mengakibatkan pertumbuhan ekonomi tidak stabil menjadi tantangan bagi pemerintah untuk menanggulangi masalah pengangguran. Salah satu faktor yang mempengaruhi tingkat pengangguran yang tinggi adalah penyebaran informasi lowongan kerja yang kurang merata. Pelamar kerja sering kesulitan untuk mendapatkan informasi pekerjaan yang sesuai dengan kemampuan dan keterampilan yang dimiliki. Dengan dibuatnya sistem rekomendasi lowongan kerja, diharapkan dapat menyelesaikan masalah yang dialami seorang pelamar yang ingin melamar pekerjaan yang sesuai dengan kemampuannya. Dengan menggunakan algoritma euclidean distance, sistem diharapkan dapat memberikan hasil rekomendasi berdasarkan beberapa parameter yang sesuai dengan keinginan pelamar. Parameter yang dimaksudkan adalah usia, jenis kelamin, pendidikan, jurusan, gaji, keterampilan, pengalaman kerja, dan kategori pekerjaan yang diinginkan. Penelitian ini menghasilkan kesimpulan yaitu berdasarkan hasil pengujian precision recall sistem rekomendasi lowongan kerja menggunakan metode euclidean distance menghasilkan nilai precision sebesar 0,94 atau 94% dan nilai recall sebesar 0,94 atau 94%.",Publish Date 13 Jun 2022,"Rahning Putri, Luh Arida Ayu","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 3 (2022): JELIKU Volume 10 No 3, February 2022",14
Implementasi Generalized Learning Vector Quantization (GLVQ) dan Particle Swarm Optimization (PSO) Untuk Klasifikasi Kanker Payudara,"Breast cancer (BC) is the biggest cause of death from cancer every year. Delayed early detection is one the causes of the high incidence of BC. Machine learning-based classification has been widely used for automatic early detection and classifying cancer types. GLVQ was used to classify BC into benign and malignant. GLVQ has sensitivity to the initialization of a random weight vector which affects the accuracy of the results. PSO is used to optimize the initial weight vector on GLVQ, so that the optimal initial weight vector is produced. The data processing stage includes handling outliers with Winsorizing method, z-score normalization, and dimensionality reduction using PCA. Changes in the parameters cognition learning rate, social learning rate, and inertia in PSO affect the results of the optimization of the weight vector which is indicated by the average value of the resulting fitness. The combination of cognition learning rate=2,4, social learning rate=2,1, and inertia=0,6 produces the highest average fitness value of 0,91868. Changes in the parameters learning rate and number of prototype per class in GLVQ affect the level of accuracy and error rate of the resulting breast cancer classification results. The combination of learning rate=0,1, number of prototype per class=5, maximum epoch of 100, and minimum error tolerance of 0,0000001 produces the highest average accuracy value of 0,956044. PSO-GLVQ performance provides higher accuracy, recall, and F2-Score values than GLVQ.",Publish Date 31 May 2022,"Cahyadi Putra, I Gusti Ngurah Anom","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",2
Klasifikasi Berita Hoaks Covid-19 Menggunakan Kombinasi Metode K-Nearest Neighbor dan Information Gain,"News is one of information resources that is being used by the public. However, not all news circulating in digital media are facts. Some people take the opportunity to share unfounded and irresponsible news. Since the Covid-19 pandemic hit Indonesia, hoax news about the pandemic has increasingly circulated in digital media. In this study, the author builds a model that can classify hoax news using the K-Nearest Neighbor method combined with the Information Gain feature selection. The data used are factual news data and hoax news data in Indonesian language. Evaluation is done by measuring the performance of the K-Nearest Neighbor model without feature selection and model performance by implementing Information Gain feature selection. The K-Nearest Neighbor model without feature selection with a value of k=5 obtained precision, recall, F1-Score, and accuracy performance of 87.5%, 96.5%, 91.8%, and 91.6%, respectively. While the K-Nearest Neighbor model with a combination of 0.5% Information Gain threshold feature selection with a value of k=3 obtained precision, recall, F1-Score, and accuracy performance of 93.3%, 96.6%, 95%, and 95%, respectively.",Publish Date 13 Jun 2022,"Mahendra, Ida Bagus Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",4
Application of Steganography for Copyright Protection Using the Least Significant Bit (LSB) Method,"Lontar sebagai salah satu naskah (naskah kuno) yang merupakan warisan budaya nenek moyang yang memiliki keunikan dalam cara pencatatan dan transfer pengetahuan tradisional yang dilakukan melalui tulisan di media Lontar. Namun lambatnya waktu lontar membuat naskah naskah sangat rentan karena berbagai sebab. Kerusakan tersebut berdampak pada peningkatan informasi yang terdapat pada Lontar, kemudian dilakukan media ke digital. Jika berbagai jenis aksara tersebut didigitalkan, apa yang akan menjadi bukti keaslian bahwa aksara lontar ini adalah milik-Nya? Selain itu, digitalisasi ini juga dapat digunakan untuk mengembangkan akses kepada triplet dan masyarakat umum terhadap ilmunya. Dari permasalahan tersebut pada penelitian ini dilakukan untuk membangun sebuah aplikasi berbasis desktop yang mengimplementasikan steganografi dengan menyembunyikan pesan rahasia ke dalam ekstensi PNG dengan memanfaatkan metode Least Significant Bit (LSB) sebagai sarana perlindungan hak cipta pada Naskah Lontar Bali.",Publish Date 13 Jun 2022,"Maha, Ni Made Krisna","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",3
Identifikasi Ekspresi Idiomatik Menggunakan Distributional Semantic Based Approach dan Truth Discovery,"Idiomatic expressions are phrases that consist of a sequence of two or more words that have a meaning that cannot be predicted from the meaning of the individual words that compose it. Idiomatic expressions exist in almost all languages ??but are difficult to extract because there is no algorithm that can precisely decipher the structure of idiomatic expressions, so most rule-based machine translation systems generally translate idiomatic expressions by translating word for word their constituents, but the translation results do not produce the true meaning of the idiomatic expression. Based on this problem, the author tries to do research on the identification of the use of idiomatic expressions in Indonesian sentences. First, the author conducts the sentence classification process using BERT to find out whether the sentence contains idiomatic expressions or not. Furthermore, idiomatic expressions are identified based on distributional semantic based approach and then validated automatically using the Truth Discovery method. From the research conducted, the identification of idiomatic expressions in Indonesian sentences using Distributional Semantic Based Approach and Truth Discovery obtained an accuracy of 0.82; precision 1.0; recall 0.64 and f1-score 0.78.",Publish Date 13 Jun 2022,"Gede Suhartana, I Ketut","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",6
Implementasi LSTM Pada Analisis Sentimen Review Film Menggunakan Adam Dan RMSprop Optimizer,"Movies are an entertainment that is in great demand by many groups from children, teenagers, adults, and parents. In the current digital era, various films can be watched on television to digital streaming services. Public opinion on the films watched can be in the form of positive opinions or negative opinions. Sentiment analysis is one of the fields of Natural Language Processing (NLP) which is able to build a system to recognize and extract opinions in the form of text, sentiment analysis is usually used to find out people's opinions or assessments of a products, services, politics, or other topics. Through sentiment analysis from the collection of reviews, the public can get various recommendations for films that can be watched. The method implemented to classify review data into positive reviews and negative reviews in this study is LSTM by comparing two different optimizers, namely Adam and RMSprop. This study succeeded in providing sentiment predictions with different optimizers with accuracy values ??for the LSTM application with Adam Optimizer reaching 77.11% and the LSTM application with RMSprop reaching 80.07%.",Publish Date 13 Jun 2022,"Bayu Atmaja Darmawan, I Dewa Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",5
Klasifikasi Cerita Pendek Berbahasa Bali Berdasarkan Umur Pembaca dengan Metode Naive Bayes,"Short stories are short stories that tell an event that has happened in a short and clear way. Parents should be able to choose short stories that are suitable for their children because if the stories that parents bring to children are not in accordance with their age, it can affect the development of children. In this study, we will build a system that can classify text. The method used in this research is Nave Bayes with feature selection, namely Genetic Algorithm. This research was conducted to help parents so that their children do not read short stories that are not appropriate for their age so that they do not interfere with their child's development. The data used are children's short stories, youth short stories and adult short stories in Balinese. The best model performance is generated in the training and validation process using new data. The results of testing the Naïve Bayes method without feature selection are 66% accuracy, 66% precision, 67% recall and 66% F1-score. While the Naïve Bayes method uses feature selection, namely 72% accuracy, 72% precision, 78% recall and 73% F1-score.",Publish Date 13 Jun 2022,"Adiartika, Made Harry Dananjaya","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",4
"Diagnosis Penyakit Ginjal Kronis dengan Algoritma C4.5, K-Means dan BPSO","Chronic kidney disease or Chronic Kidney Disease (CKD) is a disorder of the kidneys that results in the kidneys not being able to perform their functions properly due to decreased kidney performance. Classification is a data mining technique that can be used in diagnosing chronic kidney disease. In this study, the classification was carried out using the C4.5 algorithm. K-Means Clustering is used to discretize numeric type data. Binary Particle Swarm Optimization (BPSO) serves to select a subset of features that are redundant and less informative in the dataset or what is known as feature selection. The test was carried out using the 10-fold cross validation method on the Chronic Kidney Disease (CKD) dataset obtained from the UCI Machine Learning Repository. The test results in this study found that the application of feature selection with BPSO was able to increase the performance of the C4.5 classification with the values ??of accuracy, precision, recall and f-measure, respectively, namely 96%, 96.869%, 96.8% and 96.781% as well as computation time. which is obtained is 62.56 ms. While in BPSO parameter testing, the best parameter values ??obtained with the number of particles is 15, the number of iterations is 40, the value of c1 is 1 and c2 is 1.2 and the value of inertia weight (w) is 0.9.",Publish Date 08 Jul 2022,"Supriana, I Wayan","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 4 (2022): JELIKU Volume 10 No 4, May 2022",8
Analisis Sentimen Ulasan E-Commerce Pakaian Berdasarkan Kategori dengan Algoritma Convolutional Neural Network,"Almost everyone looks at reviews before deciding to buy an item in e-commerce. Consumers say that online reviews influence their purchasing decisions. Based on these data, consumers need sentiment reviews to make a decision to choose a product/service. However, the results of the sentiment analysis are still less specific, so the review classification process is carried out based on the review category. Sentiment classification process based on clothing category is carried out using the Convolutional neural network method. The amount of data used is 3384 data with 3 categories. The category classification model shows good performance. When evaluated with testing data (unseen data), the accuracy value is 88%, the precision value is 88%, recall is 88% and the f1-score is 88%. For the sentiment classification model with the bottoms category, the resulting accuracy value is 80%, precision is 81%, recall is 80%, and f1-score is 79%. For the sentiment classification model with the dresses category, the accuracy value is 81%, precision is 81%, recall is 81%, and f1-score is 81%. For sentiment classification with the tops category the resulting accuracy value is 77%, precision is 77%, recall is 77%, and f1-score is 77%.",Publish Date 08 Jul 2022,"Dharmajaya, Gede Putra","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",4
Rancang Bangun Sistem E-Tendering Kerajinan Khas Bali Dengan Metode Hybrid Collaborative Filtering,"Bali merupakan salah satu daerah di Indonesia yang mempunyai banyak kerajinan. Banyak peminat yang menjadikan kerajinan khas Bali sebagai souvenir maupun digunakan sendiri. Banyaknya peminat belum diimbangi dengan informasi lokasi pemesanan kerajinan khas Bali. E-tendering akan memudahkan pembeli dalam melakukan pemesanan kerajinan khas Bali. E-tendering merupakan cara pemilihan penyedia barang/jasa yang diikuti oleh semua penyedia barang/jasa yang terdaftar pada sistem pengadaan elektronik. Untuk mendapatkan hasil yang sesuwai berdasarkan spesifikasi pengguna digunakan sistem rekomendasi. Sistem rekomendasi adalah sistem yang memberikan rekomendasi kepada pengguna dalam menemukan tempat pembuatan kerajinan khas Bali berdasarkan kriteria serta pengguna sebelumnya. Sistem rekomendasi ini dibangun menggunakan metode ICHM (item-based clustering hybrid method) dan algoritma slope one. Sistem ini akan memberikan rekomendasi berupa tempat pemesanan kerajinan khas Bali berdasarkan rating item dan konten item. Pengujian menggunakan MAE (Mean Averange Eror) yang mendapatkan nilai kurang dari 1,000. Semakin rendah nilai MAE maka nilai rekomendasi semakin akurat.",Publish Date 08 Jul 2022,"Arya Kadyanan, I Gusti Agung Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",11
Pengelompokan Pelanggan Toko Kerajinan Menggunakan K-Means dengan Model RFM dan LRFM,"Customer groups within a company or shop are important to identify for determine the right sales strategy in a competitive market. This research was conducted at one of the online handicraft shops in Bali which was affected by the intense competition in the market. The handicraft industry in Bali is considered to provide a large contribution to the community's economy. One solution that can be done is to identify the customer groups in the store using the clustering technique. This research aims to get the best customer data cluster and model. The stages in this research start from preprocessing data on historical data and customer orders to generate data model Recency, Frequency, Monetary (RFM) and Length, Recency, Frequency, Monetary (LRFM), then the clustering process with K-Means and evaluation of cluster quality with Silhouette Coefficient (SC). Results Based on the research, the RFM model becomes a data model that produces the best clustering results with an SC value of 0.545 when k = 2 which is included in the medium structure. LRFM model only produces the largest SC value when k = 3 with a value of 0.415. The SC value calculated from each data model tends to increase when the percentage of data is added. Cluster 1 has 817 members with the last transaction taking a long time, but has a below average ordering and monetary frequency. Cluster 2 has 158 members, making the last transaction at the most recent time, and has an average order and monetary frequency. Keywords: Clustering, Customer, Craft, K-Means, RFM, LRFM, Silhouette Coefficient",Publish Date 08 Jul 2022,"Alit Indrawan, I Gusti Ngurah","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",4
Aplikasi Website Pengamanan File Dokumen Menggunakan Kriptografi RSA,"Data security is something that needs to be considered in maintaining the confidentiality of information, especially those that only contain information that can be known by the authorized party. There are still many cases of data leakage that occur in Indonesia, especially in documents. Documents can be secured using cryptographic techniques. One of the well-known cryptography is RSA Cryptography. The security of RSA cryptography lies in the difficulty of factoring large numbers into prime factors. The implementation of RSA cryptography will be made using the python programming language based on the website. The system created has a success rate of 100% in encrypting documents for each document, and in decrypting it has a success rate of 85% to 96%.",Publish Date 08 Jul 2022,"Agung Raharja, Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",9
Video Steganography Encryption on Cloud Storage for Securing Digital Image,"Cloud storage is a data storage service in cloud computing that allows stored data to be shared and accessed via the internet. Cloud storage is usually used to store personal data such as files, photos, or videos with so that these data can be accessed anywhere via the internet without the need to use physical storage media. However, cases of data leaks in cloud storage still occur which causes personal data stored in cloud storage to be accessed by other people who do not have access. The Client-Side Steganography Encryption on Cloud Storage Application was developed using the Modified Least Significant Bit (LSB) method and the Standard Advanced Encryption (AES) algorithm. This desktop-based application was developed to protect personal data of digital images embedded in a video so that unauthorized parties cannot view the data. This application is expected to be a data security solution on cloud storage to prevent theft of personal data by non-existent parties. From the test results, the developed application can receive input, process input, and produce the desired output. The image from the extraction process from video also does not change at all in terms of visual or visible. The results obtained from this test is the PSNR value with an average of 36,395 dB. A good PSNR value is above 30 dB and indicates that the quality of the extracted image is good and also indicates that the developed application can protect data of digital images into video.",Publish Date 08 Jul 2022,"Hendrawan, Made Chandra","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",9
Implementasi Port Knocking Dalam Mengamankan Jaringan VPN Pada Sistem E-learning,"Many universities have started using e-learning as a medium of learning and teaching. However, the system on e-learning is still vulnerable to attacks such as identity theft and authentication on e-learning systems. One of the way to secure data on a network is implement a Virtual Private Network (VPN) on the network which can make a network private. That way, the security on the port on the E-learning server will be guaranteed. But attacks on servers more often occur on port 23 (telnet) because telnet does not encrypt the connection process. One of the attacks that is often used is a brute force attack. Based on these problems, research has been carried out to secure port 23 (telnet) and port 80 (e-learning website) on the e-learning server from brute force attacks by implementing the port knocking method. Port 23 and port 80 on the e-learning server that uses the port knocking method are always closed so that the client must do port knocking before being able to use port 23 and port 80 on the e-learning server. By implementing port knocking on the e-learning server, brute force attacks can be avoided because the attacked port is closed.",Publish Date 08 Jul 2022,"Karyawati, Anak Agung Istri Ngurah Eka","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",2
Implementasi Algoritma Genetika Dalam Penentuan Jadwal Perkuliahan Berdasarkan Kebutuhan Pengguna,"Education is an important thing in life. In practice, education consists of teachers and students. A teacher teaches a subject to students. Students are taught by several or more teachers. There is a provision in which a class of students can only receive one subject at a time. Teachers can also only teach one subject at a time. This requires a system that is used to regulate so that these provisions can be fulfilled without ignoring other provisions. The system used to manage these problems is a subject scheduling system. This system regulates the class placement of students with the subjects they study. In manual implementation, the process is very inefficient in terms of time, human resources and thought power. The method that can be used to solve this problem is the genetic algorithm. A genetic algorithm is a heuristic method or procedure inspired by the natural selection process. Genetic algorithms are generally used to produce high-quality solutions to problems in the form of optimization and search by relying on biologically inspired operators such as mutation, crossbreeding, and selection",Publish Date 08 Jul 2022,"imersto, imersto","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",8
Penerapan Metode MFCC dan Naive Bayes untuk Deteksi Suara Paru-Paru,"Lung disease is an unpleasant illness that can be dangerous if not treated properly. This is because lung disease can infect others. The lungs are an important part of the human organ that distributes oxygen throughout the body, so this lung disease needs to be treated with proper procedures. Lung disease problems can be solved using an expert system. Expert systems can help doctors work to provide an early diagnosis of ear diseases. The method used in this study is the MFCC method, which provides compelling information about lung disease and provides treatment solutions based on the symptoms of each existing disease. This system is performed by calculating the symptom weights of the disease, which is obtained from expert experience, and produces the optimum value in the form of the maximum value. The highest value data provides the results of the disease diagnosis at the level of confidence in the form of percentage values. Based on the test results, the goodness of fit between the system diagnostics using the system validation test method and the expert diagnostic results is 90%. The results of the tests performed show that the system is operating normally according to its capabilities.",Publish Date 08 Jul 2022,"Mahendra, Ida Bagus Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",8
Pengembangan Perangkat Lunak Pembelajaran Penulisan Aksara Bali Menggunakan SDLC Untuk Anak-Anak,"Balinese script is a traditional script originating from Bali. To maintain sustainability, formal education in schools through Balinese language subjects is one if many ways to maintain it. Apart from studying at school, it would be even better if Balinese script learning could be done outside of school by appealing to the concept of learning. One way to create interesting learning is through application games. Making a Balinese script writing application aims to help students learn Balinese script by implementing the Software Development Life Cycle (SDLC) and Black Box testing of making Balinese script writing applications. Making the application is expected to be one of the media that can assist students in learning Balinese script.",Publish Date 11 Jul 2022,"Cahyadi Putra, I Gusti Ngurah Anom","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",6
Implementasi Double Frequency Modulation dan FFT dalam Sintesis Suara Rindik,"The modern era has changed a lot of people's lives, for example traditional culture is slowly being abandoned which is being replaced by the ease of technology which is growing to affect people's lifestyles. One of them is gamelan culture in the Bali area, namely gamelan rindik. In the past, the rindik gamelan was usually used as an entertainment musical instrument played by village farmers, then for the joged roof performance and later adapted as a welcome musical instrument in hotels. However, along with the development of technology, making this gamelan less desirable because people, especially the younger generation, are more interested in modern musical instruments which are more attractive than traditional gamelan such as the rindik. Because of this, the author is interested in making a digital form of gamelan rindik by synthesizing the sound of gamelan rindik and then presenting it through a media website that can be accessed on any platform. This can be an introduction to the younger generation about gamelan rindik with a more attractive visual. Synthesizing requires a sound processing technique with a certain method commonly used, namely Double Frequency Modulation. However, before doing the synthesis, another method is needed to obtain the features that will be used during the synthesis, one of which is the frequency feature of the sound produced by the rindik gamelan. To get the frequency using the Fast Fourier Transform method. The research was conducted by analyzing 11 blades on the rindik and then the synthesis process was carried out. From the test results, it was found that the method used was successful in synthesizing using three datasets with each accuracy for dataset 1 having an accuracy of 36%, for dataset 2 having an accuracy of 100% and dataset 3 having an accuracy of 45%. This result was obtained by recording the sound of the rindik gamelan on its 11 blades",Publish Date 12 Jul 2022,"Eka Karyawati, A. A. Istri Ngurah","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",15
Sistem Monitoring Tanaman Hidroponik Berbasis Internet of Things menggunakan Restful API,"Agricultural technology is one of the important things in today's era. one of the Indonesian government programs made is a roadmap with the name Making Indonesia 4.0. in the agricultural roadmap program one of the important technology applications is hydroponic agriculture, in the implementation of hydroponic plants a good form of data communication is needed, therefore in this study the author uses a form of data communication with Restful Architecture API as communication in the hydroponic agriculture monitoring system. In this study, two tests were carried out, namely the test was carried out by testing the system in sending sensor data and the second. System testing in reading and controlling the pH sensor value with parameter intervals of 1 second, 5 seconds, 10 seconds, 20 seconds, and 30 seconds. The results obtained in this study are 30 seconds is the best time in the process of sending data one interval from the microcontroller to the system.",Publish Date 12 Jul 2022,"Raharja, Made Agung","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",9
Penerapan Metode Adaptive Neuro Fuzzy Inference System (ANFIS) Dengan Membership function Tipe Gaussian dan Generalized Bell Dalam Prediksi Harga Tertinggi Saham,"Banyak kalangan yang memiliki modal saat ini beramai-ramai memborong saham di stock market dengan harapan harga saham tersebut akan naik saat pandemi Covid-19 berakhir. Sebagai seseorang yang ingin mencoba berinvestasi di stock market harus mampu memperkirakan untung dan rugi dari pembelian saham. Salah satu cara yang dapat membantu pertimbangan dalam pegambilan keputusan membeli dan menjual saham adalah melakukan prediksi. Terdapat banyak algoritma yang dapat digunakan dalam prediksi salah satunya adalah metode Adaptive Neuro Fuzzy Inference System (ANFIS) yang merupakan penggabungan dari algoritma Logika Fuzzy dan Jaringan Syaraf Tiruan. Pengaplikasian metode ANFIS memerlukan struktur ANFIS yang baik dengan pemilihan jumlah dan tipe membership function yang tepat. Pada penelitian ini membership function tipe gaussian dan gbell digunakan karena memiliki kelebihan yaitu memungkinkan perubahan halus dan dapat mengakomodasi ketidaktepatan dalam pengukuran sehingga cocok dengan pola data histori yang bergerak secara halus di satu waktu. Pada penelitian ini diperoleh bahwa tipe gaussian memiliki akurasi yang lebih baik dibandingkan tipe gbell sebesar 97.87% untuk memprediksi harga tertinggi saham Tencent Holdings Limited dan tipe gbell memiliki akurasi yang lebih baik dibandingkan tipe gaussian sebesar 97,8% untuk memprediksi harga tertinggi saham Take-Two Interactive.",Publish Date 14 Jul 2022,"Mastrika Giri, Gst. Ayu Vida","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",11
Analisis Sentimen Ulasan Aplikasi Transportasi Online Menggunakan Multinomial Naïve Bayes dan Query Expansion Ranking,"The rapid development of the transportation industry in recent years has led to a new innovation in the field of transportation, namely the application of online transportation services. To facilitate the translation of user satisfaction, in addition to users being able to provide reviews, the Google Play Store uses a rating system consisting of a rating of 1 to 5. However, users often do not provide a rating that is in accordance with the review so that this is not enough to determine the sentiment of the review. This research is focused on evaluating the performance of the features selection using Query Expanison Ranking on the Multinomial Naïve Bayes method in the problem of sentiment analysis on the two of most popular online transportation service applications in Indonesia, namely Gojek and Grab. From the results of the performance evaluation using k-fold cross validation, it was found that the best feature selection ratio was 20% with the best performance in terms of precision.",Publish Date 14 Jul 2022,"Widiartha, I Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 11 No 1 (2022): JELIKU Volume 11 No 1, August 2022",4
